applotnumber,country,receivedlotdate,procest,procestname,haccpcode,productcategory,species,finalweightrefused,refusalreasons,failedtoi,defect
1809145-1,ARGENTINA,8/10/2021,189,S.A. Importadora Y Exportadora De La Patagonia,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1798343-1,NEW ZEALAND,8/10/2021,ME84,Silver Fern Farms Limited - Te Aroha,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1804970-1,DENMARK,8/10/2021,65,Danish Crown Foods A/S (also T/A Tulip Food Company),03D,"Thermally processed, commercially sterile",Pork,9,Shipping Damage,,"Torn, exposed"
1804968-1,DENMARK,8/10/2021,65,Danish Crown Foods A/S (also T/A Tulip Food Company),03D,"Thermally processed, commercially sterile",Pork,18,Shipping Damage,,"Torn, exposed"
1819611-1,AUSTRALIA,8/10/2021,486,E C Throsby,03C,Raw intact beef,Beef,0,Invalid Shipping Mark,,Shipping Mark Invalid
1774267-1,NEW ZEALAND,8/10/2021,ME66,CMP Kokiri Limited,03C,Raw intact beef,Beef,600,Invalid Shipping Mark,,Missing Shipping Mark
1781259-1,NEW ZEALAND,8/10/2021,ME43,Riverlands Eltham Limited,03C,Raw intact beef,Beef,60,Invalid Shipping Mark/ Shipping Damage,,"Missing Shipping Mark/ Torn, exposed"
1799086-1,NEW ZEALAND,8/10/2021,ME21,Alliance Group Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1774915-1,IRELAND,8/10/2021,368,"Dawn Meats Ireland UC, T/A Dawn Charleville",03C,Raw intact beef,Beef,214,Shipping Damage,,"Torn, exposed"
1774915-2,IRELAND,8/10/2021,368,"Dawn Meats Ireland UC, T/A Dawn Charleville",03C,Raw intact beef,Beef,51,Shipping Damage,,"Torn, exposed"
1815722-1,NEW ZEALAND,8/10/2021,ME84,Silver Fern Farms Limited - Te Aroha,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1795779-1,SPAIN,8/10/2021,46,Frigorificos Costa Brava SA (Cold Store),03C,Raw intact pork,Pork,0,Invalid Shipping Mark,,Missing Shipping Mark
1795779-2,SPAIN,8/10/2021,33,Frigorificos Costa Brava SA,03C,Raw intact pork,Pork,270,Invalid Shipping Mark/ Shipping Damage,,"Missing Shipping Mark/ Torn, exposed"
1829418-11,SPAIN,8/10/2021,32,Marcos Sotoserrano S.L.U.,03E,RTE dried meat,Pork,62,Invalid Inspection Certificate,,Inspection certificate issues
1811032-1,ARGENTINA,8/10/2021,1920,Frigorifico Rioplatense SAICIF,03C,Raw intact beef,Beef,100,Shipping Damage,,"Crushed, blood stained"
1781644-1,AUSTRALIA,8/10/2021,291,Teys Australia Southern Pty Ltd,03C,Raw intact beef,Beef,82,Shipping Damage,,"Crushed, blood stained"
1807694-1,NEW ZEALAND,8/10/2021,ME70,CMP Marlborough Limited,03C,Raw intact beef,Beef,180,Shipping Damage,,"Torn, exposed"
1754843-1,JAPAN,8/10/2021,K1,"Nanchiku Co., LTD",03C,Raw intact beef,Beef,0,Other (Not Rectifiable),,Invalid Inspection Certificate
1754832-1,JAPAN,8/10/2021,M1,"Miyachiku Corp. Ltd, Takasaki Plant",03C,Raw intact beef,Beef,0,Other,,Invalid Inspection Certificate
1761033-1,BRAZIL,8/10/2021,4400,JBS S/A,03C,Raw intact beef,Beef,240,Invalid Shipping Mark,,Missing Shipping Mark
1841628-1,CANADA,8/10/2021,1A,Maple Leaf Foods Inc./Les Aliments Maple Leaf Inc.,03C,Raw intact pork,Pork,60,Shipping Damage,,"Torn, exposed"
1799453-1,NEW ZEALAND,8/10/2021,ME66,CMP Kokiri Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1761034-1,BRAZIL,8/10/2021,4400,JBS S/A,03C,Raw intact beef,Beef,180,Invalid Shipping Mark,,Missing Shipping Mark
1781647-1,AUSTRALIA,8/10/2021,7,Tey's Australia Meat Group Pty Ltd,03C,Raw intact beef,Beef,93,Shipping Damage,,"Crushed, blood stained"
1781645-1,AUSTRALIA,8/10/2021,291,Teys Australia Southern Pty Ltd,03C,Raw intact beef,Beef,583,Shipping Damage,,"Crushed, blood stained"
1778972-2,URUGUAY,8/10/2021,12,Frigorifico Tacuarembo S.A.,03C,Raw intact beef,Beef,60,Invalid Shipping Mark,,Missing Shipping Mark
1842219-1,CANADA,8/10/2021,274,"9020-2516 Quebec, Inc.",03C,Raw intact chicken,Chicken,80,Invalid Shipping Mark,,Missing Shipping Mark
1841672-2,CANADA,8/10/2021,29,"9256-5589 Quebec, Inc.",03G,RTE fully-cooked meat,Beef,38,Invalid Shipping Mark,,Missing Shipping Mark
1796108-1,CHILE,8/11/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,120,Invalid Shipping Mark,,Missing Shipping Mark
1766678-1,CHILE,8/11/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,120,Invalid Shipping Mark,,Missing Shipping Mark
1766686-1,CHILE,8/11/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,320,Invalid Shipping Mark,,Missing Shipping Mark
1759725-8,NETHERLANDS,8/11/2021,NL 9 EG,EKRO B.V.,03C,Raw intact beef,Veal,25,Shipping Damage,,"Torn, exposed"
1759725-9,NETHERLANDS,8/11/2021,NL 9 EG,EKRO B.V.,03C,Raw intact beef,Veal,81,Shipping Damage,,"Torn, exposed"
1802604-1,ARGENTINA,8/11/2021,1014,Quickfood S.A.,03C,Raw intact beef,Beef,676,Shipping Damage,,"Crushed, blood stained"
1790057-1,ARGENTINA,8/11/2021,1113,Marfrig Argentina Sociedad An¢nima,03C,Raw intact beef,Beef,59,Compromised Vacuum Package,,Leaking Vacuum Package
1818531-4,AUSTRALIA,8/11/2021,640,Kilcoy Pastoral Company Ltd,03C,Raw intact beef,Beef,57,Shipping Damage,,"Crushed, blood stained"
1835321-1,AUSTRALIA,8/11/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1835286-1,AUSTRALIA,8/11/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1835286-2,AUSTRALIA,8/11/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1835286-3,AUSTRALIA,8/11/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1815721-1,NEW ZEALAND,8/11/2021,ME125,Silver Fern Farms Limited - Dargaville,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1815728-1,NEW ZEALAND,8/11/2021,ME26,Silver Fern Farms Limited- Finegand,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1815715-1,NEW ZEALAND,8/11/2021,ME34,Silver Fern Farms Limited - Pareora,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1824699-5,NEW ZEALAND,8/11/2021,ME15,Silver Fern Farms Limited- Belfast,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1810348-1,NEW ZEALAND,8/11/2021,ME127,UBP Limited,03C,Raw intact beef,Beef,240,Invalid Shipping Mark,,Illegible Shipping Marks
1815989-1,NEW ZEALAND,8/11/2021,ME9,Silver Fern Farms Limited - Hawera,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1815990-1,NEW ZEALAND,8/11/2021,ME9,Silver Fern Farms Limited - Hawera,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1816978-1,NICARAGUA,8/11/2021,8,MACESA,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1798127-1,NEW ZEALAND,8/11/2021,ME127,UBP Limited,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1777112-1,URUGUAY,8/11/2021,439,Frigorifico Matadero Pando (Ontilcor S.A.),03C,Raw intact beef,Beef,0,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Missing Shipping Mark
1777112-2,URUGUAY,8/11/2021,439,Frigorifico Matadero Pando (Ontilcor S.A.),03C,Raw intact beef,Beef,0,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Missing Shipping Mark
1777112-3,URUGUAY,8/11/2021,439,Frigorifico Matadero Pando (Ontilcor S.A.),03C,Raw intact beef,Beef,0,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Missing Shipping Mark
1755171-2,NETHERLANDS,8/11/2021,NL61EG,Vion Boxtel B.V.,03C,Raw intact pork,Pork,53,Invalid Shipping Mark,,Missing Shipping Mark
1841399-1,MEXICO,8/11/2021,431,"Sukarne Agroindustrial, S.A. de C.V.",03C,Raw intact beef,Beef,63,Compromised Vacuum Package,,Leaking Vacuum Package
1781643-1,AUSTRALIA,8/11/2021,399,Teys Australia Biloela Pty Ltd,03C,Raw intact beef,Beef,121,Shipping Damage,,"Crushed, blood stained"
1760834-1,AUSTRALIA,8/11/2021,262,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,342,Shipping Damage,,"Crushed, blood stained"
1760834-2,AUSTRALIA,8/11/2021,262,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,480,Shipping Damage,,"Crushed, blood stained"
1814087-35,NETHERLANDS,8/11/2021,NL 9 EG,EKRO B.V.,03C,Raw intact beef,Veal,54,Shipping Damage,,"Torn, exposed"
1810597-1,NEW ZEALAND,8/11/2021,ME43,Riverlands Eltham Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1797369-1,BRAZIL,8/11/2021,421,Minerva S.A.,03D,"Thermally processed, commercially sterile",Beef,54,Shipping Damage,,"Crushed, blood stained"
1820933-1,ITALY,8/11/2021,X6N4X,La Felinese S.P.A.,03E,RTE acidified / fermented meat (without cooking),Pork,2,Invalid Shipping Mark,,Missing Shipping Mark
1764418-1,AUSTRALIA,8/11/2021,384,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,219,Shipping Damage,,"Crushed, blood stained"
1764418-3,AUSTRALIA,8/11/2021,235,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,50,Shipping Damage,,"Crushed, blood stained"
1764418-4,AUSTRALIA,8/11/2021,517,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,0,Shipping Damage,,"Crushed, blood stained"
1837412-2,AUSTRALIA,8/11/2021,203,Stanbroke Beef Pty Ltd,03C,Raw intact beef,Beef,80,Invalid Shipping Mark,,Missing Shipping Mark/ Shipping Mark Invalid
1794773-1,DENMARK,8/11/2021,25,Danish Crown,03C,Raw intact pork,Pork,79,Invalid Shipping Mark,,Missing Shipping Mark
1815735-1,ARGENTINA,8/11/2021,1113,Marfrig Argentina Sociedad An¢nima,03C,Raw intact beef,Beef,216,Invalid Inspection Certificate/ Shipping Damage,,"Crushed, blood stained/ Inspection certificate issues"
1757606-1,NEW ZEALAND,8/11/2021,ME23,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1830199-1,NEW ZEALAND,8/11/2021,ME43,Riverlands Eltham Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1810326-1,AUSTRALIA,8/11/2021,399,Teys Australia Biloela Pty Ltd,03C,Raw intact beef,Beef,52,Shipping Damage,,"Torn, exposed"
1826725-1,VIETNAM,8/11/2021,DL511,Van Duc Tien Giang Food Export Company,03C,Raw intact meat - other,Siluriformes - Other,15,Shipping Damage,,"Torn, exposed"
1817377-1,IRELAND,8/11/2021,292,Donegal Meat Processors T/A Foyle Donegal,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1794776-1,DENMARK,8/11/2021,25,Danish Crown,03C,Raw intact pork,Pork,43,Shipping Damage,,"Torn, exposed"
1781651-1,AUSTRALIA,8/11/2021,294,Teys Australia Beenleigh Pty Ltd,03C,Raw intact beef,Beef,47,Shipping Damage,,"Crushed, blood stained"
1781271-1,AUSTRALIA,8/11/2021,4,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,52,Shipping Damage,,"Crushed, blood stained"
1781271-2,AUSTRALIA,8/11/2021,235,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,54,Shipping Damage,,"Crushed, blood stained"
1781271-3,AUSTRALIA,8/11/2021,384,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,58,Shipping Damage,,"Crushed, blood stained"
1820157-1,CHILE,8/12/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,80,Invalid Shipping Mark,,Missing Shipping Mark
1820185-1,CHILE,8/12/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,160,Invalid Shipping Mark,,Missing Shipping Mark
1783093-1,NEW ZEALAND,8/12/2021,ME70,CMP Marlborough Limited,03C,Raw intact beef,Beef,240,Shipping Damage,,"Torn, exposed"
1818511-1,AUSTRALIA,8/12/2021,558,Oakey Beef Exports Pty Ltd,03C,Raw intact beef,Beef,240,Shipping Damage,,"Torn, exposed"
1838650-1,AUSTRALIA,8/12/2021,688,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,38,Shipping Damage,,"Crushed, blood stained"
1836016-4,NETHERLANDS,8/12/2021,NL 9 EG,EKRO B.V.,03C,Raw intact beef,Veal,54,Invalid Shipping Mark,,Illegible Shipping Marks
1836016-11,NETHERLANDS,8/12/2021,NL 9 EG,EKRO B.V.,03C,Raw intact beef,Veal,17,Other,,Misc. Labeling Issue
1797973-1,NEW ZEALAND,8/12/2021,ME84,Silver Fern Farms Limited - Te Aroha,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1789697-1,URUGUAY,8/12/2021,30,Establecemientos Colonia S.A.,03D,"Thermally processed, commercially sterile",Beef,54,Shipping Damage,,"Crushed, blood stained"
1815791-1,BRAZIL,8/12/2021,4400,JBS S/A,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1795925-1,NEW ZEALAND,8/12/2021,ME18,Alliance Group Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1815794-1,BRAZIL,8/12/2021,4400,JBS S/A,03C,Raw intact beef,Beef,51,Shipping Damage,,"Torn, exposed"
1776632-1,URUGUAY,8/12/2021,439,Frigorifico Matadero Pando (Ontilcor S.A.),03C,Raw intact beef,Beef,0,Invalid Shipping Mark,,Missing Shipping Mark
1776632-2,URUGUAY,8/12/2021,439,Frigorifico Matadero Pando (Ontilcor S.A.),03C,Raw intact beef,Beef,0,Invalid Shipping Mark,,Missing Shipping Mark
1776632-3,URUGUAY,8/12/2021,439,Frigorifico Matadero Pando (Ontilcor S.A.),03C,Raw intact beef,Beef,60,Invalid Shipping Mark/ Other,,Misc. Labeling Issue/ Missing Shipping Mark
1816243-1,BRAZIL,8/12/2021,4238,Marfrig Global Foods S.A.,03C,Raw intact beef,Beef,60,Invalid Shipping Mark,,Missing Shipping Mark
1816207-1,BRAZIL,8/12/2021,4238,Marfrig Global Foods S.A.,03C,Raw intact beef,Beef,120,Invalid Shipping Mark,,Missing Shipping Mark
1823993-3,AUSTRALIA,8/12/2021,203,Stanbroke Beef Pty Ltd,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1803723-2,AUSTRALIA,8/12/2021,689,Australian Lamb Company Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,88,Invalid Shipping Mark,,Missing Shipping Mark
1803723-4,AUSTRALIA,8/12/2021,689,Australian Lamb Company Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,83,Invalid Shipping Mark,,Missing Shipping Mark
1845559-1,CANADA,8/12/2021,4,"Sofina Foods Inc./Aliments Sofina, Inc.",03C,Raw intact pork,Pork,0,Invalid Inspection Certificate,,Inspection certificate issues
1779410-3,URUGUAY,8/12/2021,85,Frigorifico Sirsil (Sirsil S.A.),03C,Raw intact beef,Beef,0,Failed Type of Inspection (Y)/ Other,Label Verification,Container labeling issues/ Misc. Labeling Issue
1804663-1,AUSTRALIA,8/12/2021,572,Western Australian Meat Marketing Co-operative Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1804663-2,AUSTRALIA,8/12/2021,572,Western Australian Meat Marketing Co-operative Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1804663-3,AUSTRALIA,8/12/2021,572,Western Australian Meat Marketing Co-operative Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1818094-4,NEW ZEALAND,8/12/2021,PH134,McCallum Industries Limited,03D,"Thermally processed, commercially sterile",Beef,23,Shipping Damage,,"Crushed, blood stained"
1815643-1,URUGUAY,8/12/2021,58,Frigorifico Casa Blanca S.A.,03C,Raw intact beef,Beef,60,Invalid Shipping Mark,,Missing Shipping Mark
1768887-2,NEW ZEALAND,8/12/2021,ME87,Progressive Meats Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,98,Invalid Shipping Mark,,Missing Shipping Mark
1815994-1,NEW ZEALAND,8/12/2021,ME26,Silver Fern Farms Limited- Finegand,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1797972-1,NEW ZEALAND,8/12/2021,ME84,Silver Fern Farms Limited - Te Aroha,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1775449-1,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-2,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-3,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-4,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-5,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-6,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-7,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-8,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-9,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-10,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-11,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-12,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-13,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-14,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-15,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1775449-16,NEW ZEALAND,8/12/2021,ME118,Crusader Meats New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Goat,0,Failed Type of Inspection (Y)/ Invalid Inspection Certificate,Label Verification,Container labeling issues/ Inspection certificate issues
1780934-2,POLAND,8/12/2021,32620201,Animex Foods Sp. zo.o. ul T. Chalubinskiego,03G,RTE meat fully-cooked without subsequent exposure to the environment,Pork,33,Shipping Damage,,"Torn, exposed"
1760836-1,AUSTRALIA,8/12/2021,688,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,44,Shipping Damage,,"Crushed, blood stained"
1823492-3,AUSTRALIA,8/12/2021,128,Hilltop Meats Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1810357-2,AUSTRALIA,8/12/2021,640,Kilcoy Pastoral Company Ltd,03C,Raw intact beef,Beef,43,Shipping Damage,,"Torn, exposed"
1850351-1,AUSTRALIA,8/12/2021,384,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1850403-1,AUSTRALIA,8/12/2021,384,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1753874-1,NEW ZEALAND,8/13/2021,ME17,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Mutton,41,Shipping Damage,,"Torn, exposed"
1806895-1,NEW ZEALAND,8/13/2021,ME9,Silver Fern Farms Limited - Hawera,03C,Raw intact beef,Beef,180,Shipping Damage,,"Torn, exposed"
1824010-1,URUGUAY,8/13/2021,344,Frigorifico San Jacinto (Nirea S.A.),03C,Raw intact beef,Beef,50,Other,,Misc. Labeling Issue
1834789-1,ISRAEL,8/13/2021,108,Of-Tov Products (2001) Ltd.,03G,RTE fully-cooked poultry,Chicken,60,Invalid Shipping Mark,,Missing Shipping Mark
1834789-4,ISRAEL,8/13/2021,108,Of-Tov Products (2001) Ltd.,03G,RTE fully-cooked poultry,Chicken,20,Invalid Shipping Mark,,Missing Shipping Mark
