EstNumber,Company,Street,City,State,Zip,Phone,GrantDate,Activities,DBAs
M20441,Smithfield Fresh Meats Corp.,1260 South Pioneer Road,Salt Lake City,UT,84104,(800) 956-0337,02/20/2019,Meat Processing,"814 America; Aberdeen; Agar Foods; American Farms; Ark Valley; Armour; Armour Food Company; Armour-Eckrich Meats LLC; Carando; Clougherty Packing, LLC; Coastal Protein; Cook's Ham; Cook's Ham, Inc; Country Lean; Curly's; Curly's Foods; Decker Food Company; Eastbay Packing Co.; Eckrich; Farmer John; Farmland; Farmland Foods, Inc; Farmstead; FJ Foodservice, LLC; Golden Crisp Premium Foods; Gwaltney; Healthy Ones; Hunter Krey Packing Co.; Hunter Packing Co.; Jamestown; John Morrell; John Morrell & Co; Kansas City Sausage; Kneip; Krakus; Krakus Foods International; Kretschmar; Kretschmar Brands, Inc.; Kretschmar Deli; Krey Packing Co.; Lakeview; Lundy's; Maple River Brand; Margherita; Mohawk Packing; Mohawk Provision, Inc.; Moseys; Moyer Packing Co; Northside Foods; OhSe; Partidge Meats, Inc.; Patrick Cudahy; Patrick Cudahy, LLC; Peyton Packing Co., Inc.; Pine Ridge Farms; Premium Farms; Premium Pet Health; Premuim Standard Farms; Pruden Packing Co.; Pure Farms; Quick-to-Fix; Racorn, Inc.; Rath Blackhawk, Inc.; Rodeo Meats; Rodeo Meats, Inc.; Roegelein; Saag's Products, LLC; Selective Petfood Services, Inc.; Smithfield; Smithfield Farmland Corp.; Smithfield Farmland Sales Corp.; Smithfield Foods; Smithfield Foods, Inc.; Smithfield Fresh Meats; Smithfield Fresh Meats Corp.; Smithfield Fresh Meats Sales Corp.; Smithfield Packaged Meats Corp.; Smithfield Packaged Meats Sales Corp.; Smithfield Packing Co.; Smithfield Pet; Spring Hill Brand; Stefano Foods; Stefano's; Sweet Applewood Farms, Inc; The Smithfield Packing Company, Incorporated; Tiffany Springs Packing Co.; Tobin's First Prize Meat Co., Inc.; Valleydale, Inc.; Village Butcher; Windsor"
M20446 + P20446 + V20446,Central Illinois Poultry Processing LLC,119 N CR 000 East,Arthur,IL,61911,(217) 543-2937,04/23/2019,"Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Poultry, V",
M20477 + P20477,Casa Di Carfagna,3518 Johnny Appleseed Ln.,Columbus,OH,43231,(614) 469-1103,11/05/2012,"Meat Processing, Poultry Processing",
M20478 + P20478,"Snow Creek Meat Processing, Inc.",329 Snow Creek Road,Seneca,SC,29678,(864) 972-1570,06/12/2001,"Meat Processing, Meat Slaughter",
M20481 + P20481,Bluebonnet Foods LP,11122 Nacogdoches Road,San Antonio,TX,78217,(210) 637-1963,04/24/2020,"Meat Processing, Poultry Processing",GoodHeart Brand Specialty Foods
M20485 + P20485 + V20485,"G&C Food Distributors, Inc.",3407 Walters Road,Syracuse,NY,13209,(800) 333-0949,06/27/2018,"Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing",G&C Foods
M20489,Nether's Pork Skins Inc.,2121 GA Hwy 256,Sylvester,GA,31791,(912) 776-6745,06/17/1999,Meat Processing,
M2049 + P2049,Iowa State University Meat Laboratory,194 Meat Lab,Ames,IA,50011,(515) 294-5321,01/10/2020,"Meat Processing, Meat Slaughter",
M20498 + P20498,Kevin's Quality Meats,451 North Grant Avenue,Kittanning,PA,16201,(724) 545-7877,08/20/2020,"Meat Processing, Poultry Processing",
M20506,Wailua Country Store,5956 Kuamoo Road,Kapaa Kauai,HI,96746,(808) 821-0808,08/10/1998,Meat Processing,
M20513 + P20513,Comeaux's Inc,709 Parkway Dr.,Breaux Bridge,LA,70517,(337) 332-0720,10/12/2021,"Meat Processing, Poultry Processing",
M20516 + P20516,"Evans Meats, Inc.",617 21st Avenue West,Birmingham,AL,35204,(205) 324-6666,07/29/1998,"Meat Processing, Poultry Processing",
M20518,Blue & Gold Sausage Co.,10101 N. Hiwassee Rd,Jones,OK,73049,(405) 399-2954,03/06/1998,Meat Processing,
M2052,Kissin Fresh Meats Inc.,140 E Richmond Street,Philadelphia,PA,19125,(215) 739-4242,01/27/2014,Meat Processing,
M20528 + P20528 + V20528,Springville Meat & Cold Storage Co. Inc.,268 South 100 West,Springville,UT,84663,(801) 489-6391,07/09/2002,"Meat Processing, Voluntary Processing - Meat",Springville Meat Co.
M20535 + P20535,Hato Rey Meat Packing,Guayama Street #153,Hato Rey,PR,917,(787) 753-7316,03/14/2006,"Meat Processing, Poultry Processing",
M20547,"Mareta's Ravioli, Inc.",303 Gary St.,Leonore,IL,61332,(815) 856-2621,08/20/1998,Meat Processing,
M20549,Montana Valley Hams,7507 N. Montana Ave.,Helena,MT,59602,(406) 458-5140,08/23/2007,Meat Processing,
M20552 + P20552 + V20552,SK Food Group,5555 Quail Manor Ct,Reno,NV,89511,(775) 284-2639,02/17/2017,"AMS RTE Canada EV Program, Certification - Export, Food Inspection, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing",
M20569 + P20569,"TraFon Group, Inc.",Mercado Central,Puerto Nuevo,PR,920,(787) 783-0011,04/25/2014,"Meat Processing, Poultry Processing",Belca; Caribbean Cold Storage & Logistics; Gourmet Food Services; Mi Gente Super Mercados; Mister Ham; Packers Food Service; Packers Provision; Star Meat; Super Mercados Centro Ahorros ; Supermercados Pueblo; Supreme
M20575 + P20575 + V20575,Rains Natural Meats,23795 260th Street,Gallatin,MO,64640,(660) 663-3674,06/04/2020,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Meat, Voluntary Slaughter - Poult",D and S Country Meats; Rains Natural Meats
M20581 + P20581 + V20581,Atkins Sheep Ranch Inc.,40880 Encyclopedia Cir.,Fremont,CA,94538,(510) 440-8700,06/22/2021,"Meat Processing, Voluntary Processing - Meat",Hastings Ranch
M20583 + P20583,Martinez Distributors,3081 NW 74th Ave.,Miami,FL,33122,(305) 882-8282,05/06/2003,Meat Processing,
M20594 + P20594,Tooele Valley Meat,985 East Main St.,Grantsville,UT,84029,(435) 884-3837,08/02/2000,"Meat Processing, Meat Slaughter",
M20600 + P20600,Pasquale's Food Service Inc.,710 1st Ave N.,Humboldt,IA,50548,(515) 332-2356,11/22/2019,"Meat Processing, Poultry Processing",
M20606 + P20606,"ConAgra Brands, Inc,",W8880 Country Road  X,Darien,WI,53114,(479) 443-3451,07/29/2019,"Meat Processing, Poultry Processing",Birds Eye Foods
M20608 + P20608,The Pork Company,892 Penny Branch  Rd.,Warsaw,NC,28398,(910) 293-2157,05/08/2014,"Meat Processing, Meat Slaughter, Poultry Processing",Pine Ridge Farms
M2063 + P2063 + V2063,Quality Meats and Seafood,700  Center St.,West Fargo,ND,58078,(701) 282-0202,03/14/2019,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",Quality Meats & Seafood
M20634 + P20634,"Cucina Della Cucina, LLC.",614 Celis Ave.,San Fernando,CA,91340,(818) 838-2262,05/25/1999,"Meat Processing, Poultry Processing",
M20637 + P20637,Wilson Packing Company,1702 Black Creek Road,Wilson,NC,27893,(252) 237-0844,02/04/2002,"Meat Processing, Poultry Processing",
M20646 + P20646,Glazed Honey Ham Co,3424 82nd Street,Lubbock,TX,79423,(806) 793-5050,10/23/2019,"Meat Processing, Poultry Processing","G,azed Honey Ham Company"
M20647 + P20647,Clarmil Manufacturing Corp.,30865 San Clemente Street,Hayward,CA,94544,(510) 476-0700,10/31/2011,"Meat Processing, Poultry Processing",Goldilocks
M20650 + P20650,"The Pasty Oven, Inc.",Lot #3 of the Florence Industrial Park,Florence,WI,54121,(715) 528-5376,01/14/2000,"Meat Processing, Poultry Processing",
M20654 + P20654,Cargill Meat Solutions Corporation,234 S. Emmber Lane,Milwaukee,WI,53233,(414) 645-6500,04/12/2019,"Meat Processing, Poultry Processing",
M20659 + P20659,Peco Foods of Mississippi,180 Commercial Parkway,Canton,MS,39046,(601) 855-0925,05/22/2019,Poultry Processing,
M20668 + P20668,Joseph's Gourmet Pasta Company,262 Primrose Street,Haverhill,MA,1830,(978) 863-8998,02/18/2020,"Meat Processing, Poultry Processing",
M20670 + P20670 + V20670,Steve's Meat Market,32685 Lexington,De Soto,KS,66018,(913) 583-1390,03/12/2020,"Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry",
M20672 + P20672,"Central Meat Processors, Inc.",Municipal Road #1 Bo. Montellano KM 56.2,Cayey,PR,736,(787) 738-4261,05/20/2011,"Meat Processing, Poultry Processing",AFF Inc.; America's Fresh Foods Inc.; Premium Cuts
M20676 + P20676,Supreme Meat Purveyors,222 East Cevallos,San Antonio,TX,78204,(210) 224-9672,11/10/2003,"Meat Processing, Poultry Processing",Tejas Quality Foods; Viva Mex Quality Foods
M20680 + P20680,Sonny's 10th Avenue Meat Market Inc.,758 10th Avenue,New York,NY,10019,(212) 757-2276,05/04/2017,"Meat Processing, Poultry Processing",
M20681 + P20681 + V20681,Mountain Ranch Smokehouse,5299 South 45000 West,Fruitland,UT,84027,(435) 548-2711,09/26/2006,"Meat Processing, Voluntary Processing - Meat",
M20686 + V20686,Harris Country Meats,480 Twin Barnes Rd,Greeneville,TN,37743,(423) 638-1538,01/25/2022,"Meat Processing, Meat Slaughter, Voluntary Slaughter - Meat",
M20700 + P20700,Top 10 Produce LLC,1319 Burton Avenue,Salinas,CA,93901,(888) 669-2010,10/09/2014,"Meat Processing, Poultry Processing",Beefy Boys Jerky Co.
M20710 + P20710,Burnette Foods Inc.,200 State St.,East Jordan,MI,49727,(231) 536-2284,05/29/2013,"Meat Processing, Poultry Processing",Food Club; Meijer; Mother's Maid; Shurfine
M20717 + P20717,"Medina Meats, Inc/Medina Foods",9706 Crow Road,Litchfield,OH,44253,(330) 725-1390,06/05/2020,"Meat Processing, Poultry Processing",Goldrush Farms; Medina Foods
M20722 + P20722 + V20722,Plumrose USA,2650 23rd Ave,Council Bluffs,IA,51501,(732) 624-4040,01/11/2021,"Certification - Export, Meat Processing, Poultry Processing",Swift Prepared Foods
M20728 + P20728,Pilgrim's Pride Corporation,2500 East Lakeshore Dr,Waco,TX,76705,(254) 412-5900,08/02/2021,Poultry Processing,
M2073 + P2073 + V2073,C&F Packing Company,515 Park Ave.,Lake Villa,IL,60046,(847) 245-2000,04/08/2012,"Certification - Export, Meat Processing, Poultry Processing",Arco Brand Sausage
M20737 + P20737 + V20737,"Tyson Sales & Distribution, Inc.",702 East Main Street,Russellville,AR,72801,(479) 964-4307,03/16/2020,"Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
M20742,"Wanchese Fish Company, Inc.",2000 Northgate Commerce Pkwy,Suffolk,VA,23435,(757) 673-4500,03/02/2016,Meat Processing,
M20744 + P20744 + V20744,"Summit Cold Storage, Inc.",5450 S. Center Ave.,Summit,IL,60501,(708) 924-1137,02/24/2014,"Certification - Cysticercus, Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry",
M20747 + P20747,Baffo's Enterprises,18556 Fort Street,Riverview,MI,48192,(734) 281-6753,10/16/2003,"Meat Processing, Poultry Processing",
M20748 + V20748,"Sig International, Iowa, Inc.",826 Main street,Boyden,IA,51234,(712) 725-2172,10/11/2017,"Certification - Export, Certification - Trichinae, Identification - Meat, Meat Processing, Meat Slaughter",
M20756 + V20756,SYSCO Food Services,22820 54th Avenue S.,Kent,WA,98032,(206) 622-2261,09/19/2014,Certification - Export,
M20757,DIPPER'S PACKING CO. INC.,55 LEDWARD AVENUE,WESTERLY,RI,2891,(401) 596-3951,03/03/1999,Meat Processing,DIPOLLINO'S SOPRESSATA
M20758 + P20758,"Truvant, LLC",305 First Street,Boscobel,WI,53805,(608) 375-2322,10/10/2019,"Meat Processing, Poultry Processing",Nu-Pak South
M20759 + P20759,L & W Wholesale Meat Co.,420 Short Oak Street,Poplar Bluff,MO,63901,(573) 686-4948,02/25/2021,"Meat Processing, Poultry Processing",
M20760,USA Pork Packers Inc,328 South Wyoming Street,Hazleton,PA,18201,(570) 501-7675,04/17/2013,"Meat Processing, Meat Slaughter",
M20761 + P20761,PFG Virginia Foodservice,7422 Ranco Road,Richmond,VA,23228,(804) 266-0300,09/30/2009,Meat Processing,Performance Food Group Virgin; PFG Virginia Food Service
M20766 + P20766,"Arko Veal Company, Inc.",406 Main Street,Forest Park,GA,30297,(404) 534-9337,07/15/2004,"Meat Processing, Poultry Processing",
M20770 + P20770,"Charles Austin Holdings, LLC",1801 South Canal St.,Chicago,IL,60616,(312) 978-4666,03/30/2017,"Meat Processing, Poultry Processing",
M20774 + P20774,"Culinarte Marketing Group, LLC",808 Packerland Drive,Green Bay,WI,54303,(920) 498-3004,05/07/2018,"Meat Processing, Poultry Processing",Bonewerks Culinarte
M20776,"Waldron Smokehouse Specialties, Inc.",31640 SR 20 #3,Oak Harbor,WA,98277,(360) 675-6485,05/03/2012,Meat Processing,Seabolt's Smokehouse
M2078 + P2078,Schwab & Company,1111 Linwood Blvd,Oklahoma City,OK,73106,(405) 235-2376,06/17/2008,"Meat Processing, Poultry Processing",
M20780,Elysian Fields Farms Inc.,844 Craynes Run Road,Waynesburg,PA,15370,(724) 852-1076,12/20/2004,Meat Processing,
M20780A,"Elysian Fields, LLC",176 W Herring Rd.,Masontown,WV,26542,(304) 864-5700,06/08/2018,"Meat Processing, Meat Slaughter",
M20783 + P20783,Mr Wok Foods Inc. dba Maxfield Foods,3695 E Post Road,Las Vegas,NV,89120,(702) 740-5824,06/29/2021,"Meat Processing, Poultry Processing",Maxfield Foods
M20784 + P20784,Fran's Fryers,3360 FM 308,Milford,TX,76670,(972) 493-5305,11/22/2011,"Meat Processing, Poultry Processing, Poultry Slaughter",
M20788 + P20788 + V20788,Primal Custom Cutting LLC,603 Washington Avenue,South Amboy,NJ,8879,(732) 525-2255,05/27/2014,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",J. Vrola
M20790 + P20790,Carso's Pasta Company,5530 - 208th Street SW,Lynnwood,WA,98036,(425) 670-1302,08/25/1999,"Meat Processing, Poultry Processing",
M20793,"Sister Schubert's Homemade Rolls, Inc.",P.O. Box 112,Luverne,AL,36049,(334) 335-2232,04/25/2013,Meat Processing,Inspectors' Office (800) 557-6557 Ext. 4828
M20795 + P20795 + V20795,Koch Foods,4100 Port Union Rd.,Fairfield,OH,45014,(513) 874-3500,09/20/2003,"Certification - Export, Meat Processing, Poultry Processing",Port Union Foods; Preferred Foods
M20805 + P20805,"Paulsen Foods, LLC",748 Donald Lee Hollowell Parkway NW,Atlanta,GA,30318,(404) 873-1804,07/21/2006,"Meat Processing, Poultry Processing",Castleberry Provisions
M20815 + P20815,"Buckhead Meat & Seafood Mid-Atlantic, Inc.",1920 Stanford Court,Landover,MD,20785,(301) 772-0060,04/01/2021,"Meat Processing, Poultry Processing",
M20816 + P20816 + V20816,"Lineage Logistics, LLC",220 (I-26) Frontage Rd.,Gaston,SC,29053,(803) 936-0201,05/26/2021,"Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
M20818 + P20818,Hanover Foods Corporation,3008 Penns Valley Pike,Centre Hall,PA,16828,(814) 364-1482,09/30/2014,"Meat Processing, Poultry Processing",
M20820 + P20820,Dbran Poultry Co.,218 S. 8th Ave.,La Puente,CA,91746,(626) 961-5622,10/31/2008,"Meat Processing, Poultry Processing",
M20826 + P20826 + V20826,Griggstown Quail Farm,484 Bunker Hill Road,Princeton,NJ,8540,(908) 359-5375,07/15/2021,"Meat Processing, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Poultry, Voluntary Slaughter -",
M20834 + P20834 + V20834,"World's Best Meat, Inc.",401 N. Johnson Street,Andrew,IA,52030,(563) 672-3212,04/26/2011,"Certification - Export, Meat Processing, Poultry Processing, Voluntary Processing - Meat",Andrew Meats
M20838 + P20838,"Portillo's Hot Dogs, LLC",1060 Frontenac Road,Aurora,IL,60504,(630) 236-5625,12/24/2015,"Meat Processing, Poultry Processing","Portillo's Food Service, LLC"
M20842 + P20842,Siskiyou Distributing,1313 N. Foothill Drive,Yreka,CA,96097,(530) 842-1616,02/26/2013,"Meat Processing, Poultry Processing",
M20845 + P20845,"Crystal Lake Foods, LLC",320 Commerce St.,York,NE,68467,(402) 362-5988,10/12/2017,"Meat Processing, Poultry Processing",
M20846 + P20846,Freeze-Dry Foods LLC,111 West Avenue,Albion,NY,14411,(585) 589-6399,03/03/2020,"Meat Processing, Poultry Processing",
M20852 + P20852,"Kwik Trip, Inc.",2200 Palace Street,La Crosse,WI,54603,(608) 781-8988,05/31/2007,"Meat Processing, Poultry Processing",
M20855,"Chenoa Locker, Inc.",North Veto St.,Chenoa,IL,61726,(815) 945-7323,08/09/2001,"Meat Processing, Meat Slaughter",
M20856 + V20856,"Eureka Locker, Inc.",110 4-H Park Rd.,Eureka,IL,61530,(309) 467-2731,05/18/2016,"Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M20860 + P20860 + V20860,Southern Meat Processing LLC,19990 Highway 431 S,Headland,AL,36345,(334) 693-9299,07/13/2021,"Identification - Meat, Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry",
M20862 + P20862,"Olympic Gold Meats, Inc.",540 W 15th St.,Long Beach,CA,90813,(562) 436-6155,12/19/2014,"Meat Processing, Poultry Processing",
M20863,"JNB, Inc.",907 1st Avenue NW,Sioux Center,IA,51250,(712) 722-3665,09/28/1998,"Meat Processing, Meat Slaughter",
M20865 + P20865,Michael Foods Egg Producnt Company Pilot Plant R&D,120 Tower Street South,Gaylord,MN,55334,(507) 237-4617,07/07/2020,"Meat Processing, Poultry Processing",Michael Foods Egg Products Company
M20866,Cattlemen's Processing LLC,1081 E. Birch Road,Cochise,AZ,85606,(623) 522-7089,07/01/2021,,
M2088 + P2088 + V2088,"Sadler's Smokehouse, LLC",1206 N. Frisco,Henderson,TX,75652,(903) 657-7230,11/15/2021,"Certification - Export, Meat Processing, Poultry Processing",
M20882,Mids Spaghetti Sauce,620 Main St. N.,Navarre,OH,44662,(330) 879-5486,07/22/1999,Meat Processing,
M20887 + P20887,Crescent Foods,4343 West 44th Place,Chicago,IL,60632,(630) 528-3220,10/10/2017,"Meat Processing, Poultry Processing",
M20889 + P20889,"Crown I Enterprises, Inc.",85 Saxon Avenue,Bay Shore,NY,11706,(631) 206-2620,10/06/2020,"Meat Processing, Poultry Processing",Cucina Biello; Krazy Cook's Kitchen; Restaurant Row Kitchens; W.B. Stockyard
M20891 + P20891 + V20891,Alaska Meat Packers Incorporated,385 E. Outer Springer Loop,Palmer,AK,99645,(717) 500-6328,05/10/2017,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",Alaska Meat; Alaska Meat Packers Inc.
M20892 + P20892 + V20892,Delta Meat & Sausage Co.,Mile 1413.5 Alaska Highway,Delta Junction,AK,99737,(907) 895-4006,07/16/1999,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M20894 + P20894,Mike's Quality Meats Inc.,12110 Business Blvd.,Eagle River,AK,99577,(907) 696-1888,07/19/1999,"Meat Processing, Poultry Processing",
M20898 + P20898,Alaska Commercial Co.,355 E. 76th Avenue,Anchorage,AK,99518,(907) 562-9595,07/22/1999,Meat Processing,Anchorage Processing Center; North Star Quality Meats
M20899 + P20899,"C&J Tendermeat Co., Inc.",324 E. International Airport Road,Anchorage,AK,99518,(907) 562-2838,07/19/1999,"Meat Processing, Poultry Processing",
M208A,"National Beef Packing Co., L.L.C.",1501 East 8th Street,Liberal,KS,67905,(620) 624-1851,01/13/2020,"Meat Processing, Meat Slaughter",U.S. Premium Beef
M20900 + P20900,B&G Meats Inc.,7521 Old Seward Hwy.,Anchorage,AK,99518,(907) 344-4066,07/19/1999,Meat Processing,Mr. Prime Beef
M20902 + P20902,"Teddy's Tasty Meats, Inc.",6123 Mackay Street,Anchorage,AK,99518,(907) 562-2320,02/15/2001,"Meat Processing, Poultry Processing",
M20910 + P20910,"Nylund Food, Inc.",1 Superior Avenue,Crystal Falls,MI,49920,(906) 875-4440,09/26/2001,"Meat Processing, Poultry Processing",
M20913 + P20913,A & A Halal Distributors,5165 Forsyth Commerce Rd.,Orlando,FL,32807,(407) 282-3200,03/09/2007,"Meat Processing, Poultry Processing",
M20917,"Behrmann Meat & Processing, Inc.",303 E. St. Rt. 161,Albers,IL,62215,(618) 248-5151,04/25/2003,"Meat Processing, Meat Slaughter",
M20923 + P20923,Foster Farms,770 North Plano Rd,Porterville,CA,93257,(559) 793-5501,04/15/2010,"Meat Processing, Poultry Processing",
M20926 + P20926 + V20926,Buckhead Beef Northeast,220 Raritan Center Parkway,Edison,NJ,8837,(732) 661-4900,07/15/2019,"Meat Processing, Poultry Processing, Voluntary Processing - Poultry",Trinity Seafood
M20935 + P20935,"Michigan Turkey Producers Co-op, Inc.",2140 Chicago Drive SW,Wyoming,MI,49519,(616) 245-2221,08/14/2018,"Meat Processing, Poultry Processing, Poultry Slaughter",
M20935A + P20935A + V20935A,"Michigan Turkey Producers Co-op, Inc.",1100 Hall Street SW,Grand Rapids,MI,49503,(616) 245-2221,08/14/2018,"Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing",
